relative_path,class,tumor_type,sequence,split,group_id
Meningothelial Tumors/enh_Te-me_0252.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Te-me_0252.jpg
Meningothelial Tumors/enh_Te-me_0253.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Te-me_0253.jpg
Meningothelial Tumors/enh_Te-me_0254.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Te-me_0254.jpg
Meningothelial Tumors/enh_Te-me_0255.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Te-me_0255.jpg
Meningothelial Tumors/enh_Te-me_0256.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Te-me_0256.jpg
Meningothelial Tumors/enh_Te-me_0257.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Te-me_0257.jpg
Meningothelial Tumors/enh_Te-me_0258.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Te-me_0258.jpg
Meningothelial Tumors/enh_Te-me_0259.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Te-me_0259.jpg
Meningothelial Tumors/enh_Te-me_0261.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Te-me_0261.jpg
Meningothelial Tumors/enh_Te-me_0262.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Te-me_0262.jpg
Meningothelial Tumors/enh_Te-me_0263.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Te-me_0263.jpg
Meningothelial Tumors/enh_Te-me_0264.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Te-me_0264.jpg
Meningothelial Tumors/enh_Te-me_0265.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Te-me_0265.jpg
Meningothelial Tumors/enh_Te-me_0266.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Te-me_0266.jpg
Meningothelial Tumors/enh_Te-me_0267.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Te-me_0267.jpg
Meningothelial Tumors/enh_Te-me_0268.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Te-me_0268.jpg
Meningothelial Tumors/enh_Te-me_0269.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Te-me_0269.jpg
Meningothelial Tumors/enh_Te-me_0270.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Te-me_0270.jpg
Meningothelial Tumors/enh_Te-me_0271.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Te-me_0271.jpg
Meningothelial Tumors/enh_Te-me_0272.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Te-me_0272.jpg
Meningothelial Tumors/enh_Te-me_0273.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Te-me_0273.jpg
Meningothelial Tumors/enh_Te-me_0276.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Te-me_0276.jpg
Meningothelial Tumors/enh_Te-me_0277.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Te-me_0277.jpg
Meningothelial Tumors/enh_Te-me_0279.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Te-me_0279.jpg
Meningothelial Tumors/enh_Te-me_0280.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Te-me_0280.jpg
Meningothelial Tumors/enh_Te-me_0281.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Te-me_0281.jpg
Meningothelial Tumors/enh_Te-me_0282.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Te-me_0282.jpg
Meningothelial Tumors/enh_Te-me_0283.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Te-me_0283.jpg
Meningothelial Tumors/enh_Te-me_0286.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Te-me_0286.jpg
Meningothelial Tumors/enh_Te-me_0287.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Te-me_0287.jpg
Meningothelial Tumors/enh_Te-me_0288.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Te-me_0288.jpg
Meningothelial Tumors/enh_Te-me_0289.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Te-me_0289.jpg
Meningothelial Tumors/enh_Te-me_0290.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Te-me_0290.jpg
Meningothelial Tumors/enh_Te-me_0291.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Te-me_0291.jpg
Meningothelial Tumors/enh_Te-me_0293.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Te-me_0293.jpg
Meningothelial Tumors/enh_Te-me_0294.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Te-me_0294.jpg
Meningothelial Tumors/enh_Te-me_0297.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Te-me_0297.jpg
Meningothelial Tumors/enh_Te-me_0299.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Te-me_0299.jpg
Meningothelial Tumors/enh_Te-me_0300.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Te-me_0300.jpg
Meningothelial Tumors/enh_Te-me_0301.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Te-me_0301.jpg
Meningothelial Tumors/enh_Te-me_0302.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Te-me_0302.jpg
Meningothelial Tumors/enh_Te-me_0303.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Te-me_0303.jpg
Meningothelial Tumors/enh_Tr-meTr_0002.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-meTr_0002.jpg
Meningothelial Tumors/enh_Tr-meTr_0004.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-meTr_0004.jpg
Meningothelial Tumors/enh_Tr-meTr_0005.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-meTr_0005.jpg
Meningothelial Tumors/enh_Tr-meTr_0006.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-meTr_0006.jpg
Meningothelial Tumors/enh_Tr-meTr_0007.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-meTr_0007.jpg
Meningothelial Tumors/enh_Tr-meTr_0008.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-meTr_0008.jpg
Meningothelial Tumors/enh_Tr-me_0013.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0013.jpg
Meningothelial Tumors/enh_Tr-me_0014.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0014.jpg
Meningothelial Tumors/enh_Tr-me_0017.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0017.jpg
Meningothelial Tumors/enh_Tr-me_0019.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0019.jpg
Meningothelial Tumors/enh_Tr-me_0021.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0021.jpg
Meningothelial Tumors/enh_Tr-me_0022.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0022.jpg
Meningothelial Tumors/enh_Tr-me_0023.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0023.jpg
Meningothelial Tumors/enh_Tr-me_0024.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0024.jpg
Meningothelial Tumors/enh_Tr-me_0025.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0025.jpg
Meningothelial Tumors/enh_Tr-me_0026.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0026.jpg
Meningothelial Tumors/enh_Tr-me_0027.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0027.jpg
Meningothelial Tumors/enh_Tr-me_0030.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0030.jpg
Meningothelial Tumors/enh_Tr-me_0033.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0033.jpg
Meningothelial Tumors/enh_Tr-me_0034.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0034.jpg
Meningothelial Tumors/enh_Tr-me_0035.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0035.jpg
Meningothelial Tumors/enh_Tr-me_0036.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0036.jpg
Meningothelial Tumors/enh_Tr-me_0037.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0037.jpg
Meningothelial Tumors/enh_Tr-me_0038.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0038.jpg
Meningothelial Tumors/enh_Tr-me_0039.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0039.jpg
Meningothelial Tumors/enh_Tr-me_0040.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0040.jpg
Meningothelial Tumors/enh_Tr-me_0041.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0041.jpg
Meningothelial Tumors/enh_Tr-me_0042.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0042.jpg
Meningothelial Tumors/enh_Tr-me_0043.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0043.jpg
Meningothelial Tumors/enh_Tr-me_0044.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0044.jpg
Meningothelial Tumors/enh_Tr-me_0046.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0046.jpg
Meningothelial Tumors/enh_Tr-me_0047.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0047.jpg
Meningothelial Tumors/enh_Tr-me_0048.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0048.jpg
Meningothelial Tumors/enh_Tr-me_0052.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0052.jpg
Meningothelial Tumors/enh_Tr-me_0053.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0053.jpg
Meningothelial Tumors/enh_Tr-me_0054.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0054.jpg
Meningothelial Tumors/enh_Tr-me_0055.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0055.jpg
Meningothelial Tumors/enh_Tr-me_0057.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0057.jpg
Meningothelial Tumors/enh_Tr-me_0058.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0058.jpg
Meningothelial Tumors/enh_Tr-me_0059.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0059.jpg
Meningothelial Tumors/enh_Tr-me_0060.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0060.jpg
Meningothelial Tumors/enh_Tr-me_0061.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0061.jpg
Meningothelial Tumors/enh_Tr-me_0062.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0062.jpg
Meningothelial Tumors/enh_Tr-me_0064.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0064.jpg
Meningothelial Tumors/enh_Tr-me_0065.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0065.jpg
Meningothelial Tumors/enh_Tr-me_0066.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0066.jpg
Meningothelial Tumors/enh_Tr-me_0068.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0068.jpg
Meningothelial Tumors/enh_Tr-me_0069.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0069.jpg
Meningothelial Tumors/enh_Tr-me_0073.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0073.jpg
Meningothelial Tumors/enh_Tr-me_0074.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0074.jpg
Meningothelial Tumors/enh_Tr-me_0075.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0075.jpg
Meningothelial Tumors/enh_Tr-me_0076.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0076.jpg
Meningothelial Tumors/enh_Tr-me_0077.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0077.jpg
Meningothelial Tumors/enh_Tr-me_0079.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0079.jpg
Meningothelial Tumors/enh_Tr-me_0081.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0081.jpg
Meningothelial Tumors/enh_Tr-me_0082.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0082.jpg
Meningothelial Tumors/enh_Tr-me_0083.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0083.jpg
Meningothelial Tumors/enh_Tr-me_0084.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0084.jpg
Meningothelial Tumors/enh_Tr-me_0085.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0085.jpg
Meningothelial Tumors/enh_Tr-me_0086.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0086.jpg
Meningothelial Tumors/enh_Tr-me_0087.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0087.jpg
Meningothelial Tumors/enh_Tr-me_0089.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0089.jpg
Meningothelial Tumors/enh_Tr-me_0091.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0091.jpg
Meningothelial Tumors/enh_Tr-me_0092.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0092.jpg
Meningothelial Tumors/enh_Tr-me_0093.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0093.jpg
Meningothelial Tumors/enh_Tr-me_0094.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0094.jpg
Meningothelial Tumors/enh_Tr-me_0096.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0096.jpg
Meningothelial Tumors/enh_Tr-me_0097.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0097.jpg
Meningothelial Tumors/enh_Tr-me_0099.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0099.jpg
Meningothelial Tumors/enh_Tr-me_0100.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0100.jpg
Meningothelial Tumors/enh_Tr-me_0101.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0101.jpg
Meningothelial Tumors/enh_Tr-me_0105.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0105.jpg
Meningothelial Tumors/enh_Tr-me_0106.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0106.jpg
Meningothelial Tumors/enh_Tr-me_0107.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0107.jpg
Meningothelial Tumors/enh_Tr-me_0111.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0111.jpg
Meningothelial Tumors/enh_Tr-me_0113.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0113.jpg
Meningothelial Tumors/enh_Tr-me_0115.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0115.jpg
Meningothelial Tumors/enh_Tr-me_0116.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0116.jpg
Meningothelial Tumors/enh_Tr-me_0117.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0117.jpg
Meningothelial Tumors/enh_Tr-me_0118.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0118.jpg
Meningothelial Tumors/enh_Tr-me_0119.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0119.jpg
Meningothelial Tumors/enh_Tr-me_0120.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0120.jpg
Meningothelial Tumors/enh_Tr-me_0121.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0121.jpg
Meningothelial Tumors/enh_Tr-me_0127.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0127.jpg
Meningothelial Tumors/enh_Tr-me_0128.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0128.jpg
Meningothelial Tumors/enh_Tr-me_0129.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0129.jpg
Meningothelial Tumors/enh_Tr-me_0130.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0130.jpg
Meningothelial Tumors/enh_Tr-me_0132.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0132.jpg
Meningothelial Tumors/enh_Tr-me_0134.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0134.jpg
Meningothelial Tumors/enh_Tr-me_0136.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0136.jpg
Meningothelial Tumors/enh_Tr-me_0137.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0137.jpg
Meningothelial Tumors/enh_Tr-me_0138.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0138.jpg
Meningothelial Tumors/enh_Tr-me_0139.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0139.jpg
Meningothelial Tumors/enh_Tr-me_0143.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0143.jpg
Meningothelial Tumors/enh_Tr-me_0144.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0144.jpg
Meningothelial Tumors/enh_Tr-me_0145.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0145.jpg
Meningothelial Tumors/enh_Tr-me_0146.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0146.jpg
Meningothelial Tumors/enh_Tr-me_0148.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0148.jpg
Meningothelial Tumors/enh_Tr-me_0149.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0149.jpg
Meningothelial Tumors/enh_Tr-me_0150.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0150.jpg
Meningothelial Tumors/enh_Tr-me_0151.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0151.jpg
Meningothelial Tumors/enh_Tr-me_0152.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0152.jpg
Meningothelial Tumors/enh_Tr-me_0153.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0153.jpg
Meningothelial Tumors/enh_Tr-me_0154.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0154.jpg
Meningothelial Tumors/enh_Tr-me_0156.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0156.jpg
Meningothelial Tumors/enh_Tr-me_0157.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0157.jpg
Meningothelial Tumors/enh_Tr-me_0158.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0158.jpg
Meningothelial Tumors/enh_Tr-me_0162.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0162.jpg
Meningothelial Tumors/enh_Tr-me_0163.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0163.jpg
Meningothelial Tumors/enh_Tr-me_0164.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0164.jpg
Meningothelial Tumors/enh_Tr-me_0166.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0166.jpg
Meningothelial Tumors/enh_Tr-me_0167.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0167.jpg
Meningothelial Tumors/enh_Tr-me_0168.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0168.jpg
Meningothelial Tumors/enh_Tr-me_0170.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0170.jpg
Meningothelial Tumors/enh_Tr-me_0172.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0172.jpg
Meningothelial Tumors/enh_Tr-me_0173.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0173.jpg
Meningothelial Tumors/enh_Tr-me_0174.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0174.jpg
Meningothelial Tumors/enh_Tr-me_0175.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0175.jpg
Meningothelial Tumors/enh_Tr-me_0177.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0177.jpg
Meningothelial Tumors/enh_Tr-me_0178.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0178.jpg
Meningothelial Tumors/enh_Tr-me_0179.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0179.jpg
Meningothelial Tumors/enh_Tr-me_0180.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0180.jpg
Meningothelial Tumors/enh_Tr-me_0181.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0181.jpg
Meningothelial Tumors/enh_Tr-me_0182.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0182.jpg
Meningothelial Tumors/enh_Tr-me_0183.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0183.jpg
Meningothelial Tumors/enh_Tr-me_0184.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0184.jpg
Meningothelial Tumors/enh_Tr-me_0187.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0187.jpg
Meningothelial Tumors/enh_Tr-me_0188.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0188.jpg
Meningothelial Tumors/enh_Tr-me_0189.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0189.jpg
Meningothelial Tumors/enh_Tr-me_0191.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0191.jpg
Meningothelial Tumors/enh_Tr-me_0193.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0193.jpg
Meningothelial Tumors/enh_Tr-me_0194.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0194.jpg
Meningothelial Tumors/enh_Tr-me_0195.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0195.jpg
Meningothelial Tumors/enh_Tr-me_0198.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0198.jpg
Meningothelial Tumors/enh_Tr-me_0199.jpg,Meningothelial Tumors,Meningothelial Tumors,,train,Meningothelial Tumors/enh_Tr-me_0199.jpg
